person_id,id,name,character,role
12186,tm149656,Ron Clements,,DIRECTOR
12184,tm149656,John Musker,,DIRECTOR
67115,tm114449,John Schultz,,DIRECTOR
27532,tm116982,Jay Russell,,DIRECTOR
57947,tm78798,Sara Sugarman,,DIRECTOR
93859,tm133143,Jim Fall,,DIRECTOR
9816,tm83783,Andy Fickman,,DIRECTOR
363244,tm99562,Lucas Jansen,,DIRECTOR
363243,tm99562,Adam Kurland,,DIRECTOR
5566,tm33681,Frank Marshall,,DIRECTOR
12519,tm149926,Hoyt Yeatman,,DIRECTOR
22432,tm89928,Ron Shelton,,DIRECTOR
600558,tm140670,Aaron Blaise,,DIRECTOR
89357,tm140670,Robert Walker,,DIRECTOR
30815,tm45773,Tim Hill,,DIRECTOR
12719,tm174016,Adam Shankman,,DIRECTOR
58316,tm80509,William Dear,,DIRECTOR
2112,tm35227,Steve 'Spaz' Williams,,DIRECTOR
26509,tm79318,Frederik Du Chau,,DIRECTOR
50250,tm130398,Toby Shelton,,DIRECTOR
25921,tm130398,Victor Cook,,DIRECTOR
49868,tm130398,Tad Stones,,DIRECTOR
415519,tm85690,Edith Becker,,DIRECTOR
108786,tm85690,Kevin Burns,,DIRECTOR
16133,tm43816,Michael Mayer,,DIRECTOR
5651,tm33396,Angus MacLane,,DIRECTOR
24933,tm75304,Kenny Ortega,,DIRECTOR
185518,tm113299,Maggie Greenwald,,DIRECTOR
28065,tm103634,Jacques Perrin,,DIRECTOR
207799,tm119928,Rod Daniel,,DIRECTOR
24538,tm106578,Brian Levant,,DIRECTOR
45682,tm82585,John Sanford,,DIRECTOR
50723,tm82585,Will Finn,,DIRECTOR
7666,tm59648,Raja Gosnell,,DIRECTOR
15681,tm42168,Bradley Raymond,,DIRECTOR
3238,tm130738,Robert Zemeckis,,DIRECTOR
18532,tm90465,Saul Blinkoff,,DIRECTOR
18533,tm90465,Elliot M. Bour,,DIRECTOR
172714,tm27689,Matthew Diamond,,DIRECTOR
57663,tm46997,Kirk R. Thatcher,,DIRECTOR
94326,tm164059,Tim Fywell,,DIRECTOR
362656,tm102647,Cruz Angeles,,DIRECTOR
82593,tm170370,Michael LaBash,,DIRECTOR
82594,tm170370,Tony Leondis,,DIRECTOR
15681,tm87748,Bradley Raymond,,DIRECTOR
24933,tm51636,Kenny Ortega,,DIRECTOR
27904,tm20982,Michael Lembeck,,DIRECTOR
22684,tm163905,Frank Nissen,,DIRECTOR
3156,tm167908,James Cameron,,DIRECTOR
24433,tm167908,Steven Quale,,DIRECTOR
41212,tm109381,Robin Budd,,DIRECTOR
41213,tm109381,Donovan Cook,,DIRECTOR
58659,tm102355,Michael Grossman,,DIRECTOR
30815,tm36356,Tim Hill,,DIRECTOR
92725,tm84562,Donovan Cook,,DIRECTOR
410178,tm41029,Tony Craig,,DIRECTOR
36748,tm41029,Roberts Gannaway,,DIRECTOR
29739,tm41971,Robert Vince,,DIRECTOR
10555,tm145073,Don Hahn,,DIRECTOR
72206,tm118928,Peter Hastings,,DIRECTOR
28000,tm87510,Darrell Rooney,,DIRECTOR
28003,tm87510,Lynne Southerland,,DIRECTOR
36748,tm133130,Roberts Gannaway,,DIRECTOR
410178,tm133130,Tony Craig,,DIRECTOR
20730,tm137921,Peter Chelsom,,DIRECTOR
294730,tm98659,Bill Couturié,,DIRECTOR
25922,tm163867,Steve Loter,,DIRECTOR
591463,tm169471,Kathleen Marshall,,DIRECTOR
63406,tm30856,Steve Boyum,,DIRECTOR
27904,tm121010,Michael Lembeck,,DIRECTOR
96322,tm184353,Gary Chapman,,DIRECTOR
39616,tm149585,Allison Liddi-Brown,,DIRECTOR
48796,tm84279,Leslie Iwerks,,DIRECTOR
103939,tm52052,Matthew Aeberhard,,DIRECTOR
103940,tm52052,Leander Ward,,DIRECTOR
18534,tm184238,Robin Steele,,DIRECTOR
18532,tm184238,Saul Blinkoff,,DIRECTOR
18533,tm184238,Elliot M. Bour,,DIRECTOR
55435,tm42665,Chuck Sheetz,,DIRECTOR
21167,tm166137,Brian Smith,,DIRECTOR
14965,tm44434,Peggy Holmes,,DIRECTOR
52813,tm305209,Rob Gibbs,,DIRECTOR
1986,tm305209,John Lasseter,,DIRECTOR
375923,tm305209,Victor Navone,,DIRECTOR
50110,tm148606,Lev L. Spiro,,DIRECTOR
15681,tm97467,Bradley Raymond,,DIRECTOR
29739,tm149604,Robert Vince,,DIRECTOR
61135,tm114043,David Grossman,,DIRECTOR
26816,tm33025,Brian Pimental,,DIRECTOR
40515,tm89348,Paul Hoen,,DIRECTOR
22056,tm135875,Steve Trenbirth,,DIRECTOR
51296,tm138521,Alex Zamm,,DIRECTOR
51399,tm130570,Francis Glebas,,DIRECTOR
43538,tm50237,Mary Lambert,,DIRECTOR
33870,tm140455,Stuart Gillard,,DIRECTOR
19833,tm118930,John Kafka,,DIRECTOR
12028,tm151507,Klay Hall,,DIRECTOR
25923,ts22091,Don MacKinnon,,DIRECTOR
170282,ts22091,David Hartman,,DIRECTOR
29739,tm100013,Robert Vince,,DIRECTOR
40515,tm55791,Paul Hoen,,DIRECTOR
28000,tm43840,Darrell Rooney,,DIRECTOR
15683,tm43840,Jeannine Roussel,,DIRECTOR
57044,tm118639,Larry Shaw,,DIRECTOR
29739,tm137667,Robert Vince,,DIRECTOR
25923,tm115095,Don MacKinnon,,DIRECTOR
25921,tm115095,Victor Cook,,DIRECTOR
25924,tm115095,Lisa Schaffer,,DIRECTOR
25922,tm115095,Steve Loter,,DIRECTOR
22684,tm74862,Frank Nissen,,DIRECTOR
54328,tm93041,Steve Rash,,DIRECTOR
182103,tm26958,David Jackson,,DIRECTOR
40515,tm78580,Paul Hoen,,DIRECTOR
82104,tm22646,Ben Gluck,,DIRECTOR
15681,tm109078,Bradley Raymond,,DIRECTOR
21166,tm2125,Jim Kammerud,,DIRECTOR
21167,tm2125,Brian Smith,,DIRECTOR
1986,tm97013,John Lasseter,,DIRECTOR
52813,tm97013,Rob Gibbs,,DIRECTOR
33870,tm185472,Stuart Gillard,,DIRECTOR
63031,tm35977,David Nelson,,DIRECTOR
48814,tm89841,Mark A.Z. Dippé,,DIRECTOR
2296125,tm84442,Timothy Björklund,,DIRECTOR
1986,tm43952,John Lasseter,,DIRECTOR
52813,tm43952,Rob Gibbs,,DIRECTOR
375923,tm43952,Victor Navone,,DIRECTOR
25816,tm36111,Gary Rydstrom,,DIRECTOR
2222,tm172969,Brad Bird,,DIRECTOR
1986,tm138041,John Lasseter,,DIRECTOR
52813,tm138041,Rob Gibbs,,DIRECTOR
40515,tm33904,Paul Hoen,,DIRECTOR
107988,tm185245,Francine McDougall,,DIRECTOR
24933,tm27800,Kenny Ortega,,DIRECTOR
69621,tm138227,Oz Scott,,DIRECTOR
28882,tm48496,Doug Sweetland,,DIRECTOR
73320,tm118766,Gary Katona,,DIRECTOR
73321,tm118766,Ed Wexler,,DIRECTOR
86486,tm118766,Jamie Mitchell,,DIRECTOR
21412,tm163426,Duwayne Dunham,,DIRECTOR
14299,tm40817,Roger Kumble,,DIRECTOR
40515,tm103939,Paul Hoen,,DIRECTOR
2280,tm156660,Peter Sohn,,DIRECTOR
107988,tm28463,Francine McDougall,,DIRECTOR
76079,tm144844,Ronnie del Carmen,,DIRECTOR
48530,tm53948,Mark Monroe,,DIRECTOR
53524,tm80921,Savage Steve Holland,,DIRECTOR
4792,tm113905,Pete Docter,,DIRECTOR
38430,tm113905,Roger Gould,,DIRECTOR
33870,tm84173,Stuart Gillard,,DIRECTOR
472677,tm32146,John Laing,,DIRECTOR
104823,tm146421,Gregory V. Sherman,,DIRECTOR
104824,tm146421,Jeff Sherman,,DIRECTOR
4775,tm90911,Teddy Newton,,DIRECTOR
96888,tm75293,Jim Capobianco,,DIRECTOR
98542,tm338281,Howy Parkins,,DIRECTOR
1986,tm27265,John Lasseter,,DIRECTOR
375923,tm42743,Victor Navone,,DIRECTOR
52813,tm42743,Rob Gibbs,,DIRECTOR
1986,tm42743,John Lasseter,,DIRECTOR
37413,tm103593,Mark L. Taylor,,DIRECTOR
3454,tm30316,Bruce Hendricks,,DIRECTOR
33870,tm115596,Stuart Gillard,,DIRECTOR
423240,tm135648,Brenda Piluso,,DIRECTOR
98542,tm135648,Howy Parkins,,DIRECTOR
112441,tm108005,Ramón Menéndez,,DIRECTOR
179737,tm141309,Ralph Hemecker,,DIRECTOR
21412,tm119103,Duwayne Dunham,,DIRECTOR
40515,tm145752,Paul Hoen,,DIRECTOR
52813,tm92184,Rob Gibbs,,DIRECTOR
1986,tm92184,John Lasseter,,DIRECTOR
40515,tm147121,Paul Hoen,,DIRECTOR
115453,tm42235,Michael Lange,,DIRECTOR
50110,tm28759,Lev L. Spiro,,DIRECTOR
337169,tm132504,Stevie Wermers,,DIRECTOR
89342,tm132504,Kevin Deters,,DIRECTOR
40515,tm33408,Paul Hoen,,DIRECTOR
111989,tm46442,Michael Switzer,,DIRECTOR
4791,tm138168,Bud Luckey,,DIRECTOR
55849,tm77963,Eric Bross,,DIRECTOR
66437,tm44379,Christopher Spencer,,DIRECTOR
601757,tm186208,Bruce W. Smith,,DIRECTOR
6937,tm129695,Sean McNamara,,DIRECTOR
21412,tm80896,Duwayne Dunham,,DIRECTOR
396564,tm71993,Frankie Chung,,DIRECTOR
46275,tm71993,Jon M. Chu,,DIRECTOR
21166,tm30433,Jim Kammerud,,DIRECTOR
3454,tm150525,Bruce Hendricks,,DIRECTOR
89342,tm93001,Kevin Deters,,DIRECTOR
337169,tm93001,Stevie Wermers,,DIRECTOR
52813,tm96601,Rob Gibbs,,DIRECTOR
1321,tm85123,Matthew O'Callaghan,,DIRECTOR
47011,tm85123,Theresa Cullen,,DIRECTOR
14965,tm85123,Peggy Holmes,,DIRECTOR
99672,tm85123,Carole Holliday,,DIRECTOR
366556,tm133875,Dominique Monfery,,DIRECTOR
52207,tm26534,George Butler,,DIRECTOR
23286,tm130402,Simon Wincer,,DIRECTOR
33870,tm143422,Stuart Gillard,,DIRECTOR
86416,tm34566,Manny Coto,,DIRECTOR
4798,tm168266,Mark Andrews,,DIRECTOR
4821,tm168266,Andrew Jimenez,,DIRECTOR
1986,tm49618,John Lasseter,,DIRECTOR
52813,tm49618,Rob Gibbs,,DIRECTOR
375923,tm49618,Victor Navone,,DIRECTOR
70336,tm179424,Charles Haid,,DIRECTOR
11705,tm26303,Roger Allers,,DIRECTOR
52813,tm97996,Rob Gibbs,,DIRECTOR
48814,tm79179,Mark A.Z. Dippé,,DIRECTOR
12056,tm153529,Nathan Greno,,DIRECTOR
40515,tm130492,Paul Hoen,,DIRECTOR
65745,tm81543,Jon Long,,DIRECTOR
12967,tm767,Nick Castle,,DIRECTOR
145694,tm69497,Ron Lagomarsino,,DIRECTOR
33870,tm77376,Stuart Gillard,,DIRECTOR
368645,tm138513,Yu Zhong,,DIRECTOR
379059,tm43035,Theodore Thomas,,DIRECTOR
21412,tm144792,Duwayne Dunham,,DIRECTOR
599755,tm112696,Greg Beeman,,DIRECTOR
182103,tm167139,David Jackson,,DIRECTOR
27047,tm33832,Neal Israel,,DIRECTOR
27047,tm51679,Neal Israel,,DIRECTOR
363792,tm155287,Adam Geiger,,DIRECTOR
5789,tm145649,Josh Cooley,,DIRECTOR
152,tm96153,Sue Houghton,,DIRECTOR
417980,tm87072,Louis Schwartsberg,,DIRECTOR
20194,tm173805,Rob Marshall,,DIRECTOR
4507,tm165634,Matthew Vaughn,,DIRECTOR
1875,tm64957,Joss Whedon,,DIRECTOR
12063,tm171064,Kenneth Branagh,,DIRECTOR
4795,tm72333,Andrew Stanton,,DIRECTOR
2070,tm162906,Joe Johnston,,DIRECTOR
1960,tm30584,Rich Moore,,DIRECTOR
14653,tm64880,Curtis Hanson,,DIRECTOR
38423,tm64880,Michael Apted,,DIRECTOR
21604,tm37884,Anthony Hemingway,,DIRECTOR
12423,tm167877,Cameron Crowe,,DIRECTOR
22879,tm183353,Kelly Asbury,,DIRECTOR
5790,tm51645,Brenda Chapman,,DIRECTOR
4798,tm51645,Mark Andrews,,DIRECTOR
15791,tm164345,James Bobin,,DIRECTOR
12055,tm160213,Don Hall,,DIRECTOR
6780,tm160213,Stephen J. Anderson,,DIRECTOR
230287,ts20443,Charlie Bean,,DIRECTOR
8212,tm63238,Tim Burton,,DIRECTOR
78745,tm57906,Mike Thurmeier,,DIRECTOR
21550,tm57906,Steve Martino,,DIRECTOR
1986,tm171776,John Lasseter,,DIRECTOR
22799,tm68246,David Bowers,,DIRECTOR
22799,tm184724,David Bowers,,DIRECTOR
56706,tm162604,Patricia Riggen,,DIRECTOR
12056,tm69592,Nathan Greno,,DIRECTOR
592059,tm69592,Byron Howard,,DIRECTOR
98542,ts20677,Howy Parkins,,DIRECTOR
16846,tm168978,Simon Wells,,DIRECTOR
336128,tm173830,Leythum,,DIRECTOR
14035,tm72065,Peter Hedges,,DIRECTOR
49817,tm182291,James Hayman,,DIRECTOR
318276,tm33264,Brian Larsen,,DIRECTOR
336128,tm173864,Leythum,,DIRECTOR
30964,tm178393,Karen Disher,,DIRECTOR
15018,tm62110,Peter Hewitt,,DIRECTOR
1879,tm36299,Louis D'Esposito,,DIRECTOR
13471,tm181060,Joe Nussbaum,,DIRECTOR
35647,tm167801,Jeffrey Hornaday,,DIRECTOR
336734,tm1104541,Christian Baumeister,,DIRECTOR
2097298,tm1104511,Toral Dixit,,DIRECTOR
33870,tm96967,Stuart Gillard,,DIRECTOR
82263,tm42177,John Kahrs,,DIRECTOR
51296,tm170713,Alex Zamm,,DIRECTOR
116621,ts22188,Martín Saban,,DIRECTOR
116619,ts22188,Jorge Nisco,,DIRECTOR
36748,tm69207,Roberts Gannaway,,DIRECTOR
14965,tm69207,Peggy Holmes,,DIRECTOR
34134,tm170139,Dan Povenmire,,DIRECTOR
34136,tm170139,Robert Hughes,,DIRECTOR
244466,tm70151,Maura Mandt,,DIRECTOR
262418,tm70151,Josh Swade,,DIRECTOR
5651,tm166632,Angus MacLane,,DIRECTOR
35602,tm45440,Alastair Fothergill,,DIRECTOR
35601,tm45440,Mark Linfield,,DIRECTOR
56687,tm56951,Daisy von Scherler Mayer,,DIRECTOR
160044,tm160861,Louie Schwartzberg,,DIRECTOR
5493,tm59057,David Silverman,,DIRECTOR
27904,tm165063,Michael Lembeck,,DIRECTOR
6937,tm176323,Sean McNamara,,DIRECTOR
50110,tm68510,Lev L. Spiro,,DIRECTOR
180215,tm68188,Doug Shultz,,DIRECTOR
56992,tm174926,Gil Junger,,DIRECTOR
25816,tm183850,Gary Rydstrom,,DIRECTOR
40515,tm69711,Paul Hoen,,DIRECTOR
33870,tm40501,Stuart Gillard,,DIRECTOR
36112,tm64436,Mark A. Walsh,,DIRECTOR
29862,tm164519,Enrico Casarosa,,DIRECTOR
103409,tm160178,Arlene Sanford,,DIRECTOR
52813,tm32685,Rob Gibbs,,DIRECTOR
35602,tm173633,Alastair Fothergill,,DIRECTOR
47749,tm173633,Keith Scholey,,DIRECTOR
29739,tm166883,Robert Vince,,DIRECTOR
52813,tm172720,Rob Gibbs,,DIRECTOR
1609794,ts78066,Duncan Chard,,DIRECTOR
40515,tm38369,Paul Hoen,,DIRECTOR
29739,tm35507,Robert Vince,,DIRECTOR
337169,tm184543,Stevie Wermers,,DIRECTOR
89342,tm184543,Kevin Deters,,DIRECTOR
337169,tm166745,Stevie Wermers,,DIRECTOR
89342,tm166745,Kevin Deters,,DIRECTOR
29739,tm71403,Robert Vince,,DIRECTOR
1512024,ts171975,Matt Currington,,DIRECTOR
267949,tm274612,Molly Hermann,,DIRECTOR
20194,tm157149,Rob Marshall,,DIRECTOR
12144,tm140097,James Gunn,,DIRECTOR
2825,tm155402,Bryan Singer,,DIRECTOR
8127,tm141973,Josh Boone,,DIRECTOR
17341,tm151689,Jorge R. Gutierrez,,DIRECTOR
12055,tm148170,Don Hall,,DIRECTOR
6779,tm148170,Chris Williams,,DIRECTOR
1828,tm179159,Alan Taylor,,DIRECTOR
590681,tm153184,Shawn Levy,,DIRECTOR
7026,tm168780,John Lee Hancock,,DIRECTOR
14982,tm177964,Shane Black,,DIRECTOR
28805,tm159149,Anthony Russo,,DIRECTOR
28806,tm159149,Joe Russo,,DIRECTOR
6806,tm181359,Jennifer Lee,,DIRECTOR
6824,tm181359,Chris Buck,,DIRECTOR
23485,tm143057,Ryan Fleck,,DIRECTOR
1879,tm185712,Louis D'Esposito,,DIRECTOR
16441,tm145004,Miguel Arteta,,DIRECTOR
9879,tm186511,Dan Scanlon,,DIRECTOR
15791,tm150979,James Bobin,,DIRECTOR
12028,tm166468,Klay Hall,,DIRECTOR
35647,tm165905,Jeffrey Hornaday,,DIRECTOR
25922,tm139597,Steve Loter,,DIRECTOR
184996,tm162413,Mario Diaz,,DIRECTOR
108460,tm188534,Victor Gonzalez,,DIRECTOR
5651,tm159620,Angus MacLane,,DIRECTOR
87064,tm163543,Drew Pearce,,DIRECTOR
35602,tm160932,Alastair Fothergill,,DIRECTOR
47749,tm160932,Keith Scholey,,DIRECTOR
28020,tm155023,Steve Purcell,,DIRECTOR
412947,ts75141,Kevin Bachar,,DIRECTOR
40356,tm152954,Peter DeLuise,,DIRECTOR
48315,tm154041,Leo Riley,,DIRECTOR
591174,tm270622,Crispin Sadler,,DIRECTOR
51296,tm149931,Alex Zamm,,DIRECTOR
34136,tm241486,Robert Hughes,,DIRECTOR
184844,tm241486,Sue Perrotto,,DIRECTOR
48314,tm179151,Eric Radomski,,DIRECTOR
48315,tm179151,Leo Riley,,DIRECTOR
102687,tm142414,James Ford Murphy,,DIRECTOR
36748,tm145734,Roberts Gannaway,,DIRECTOR
83126,tm141959,Patrick Osborne,,DIRECTOR
29739,tm165250,Robert Vince,,DIRECTOR
89347,tm178844,Lauren MacMullan,,DIRECTOR
40515,tm159764,Paul Hoen,,DIRECTOR
14965,tm150467,Peggy Holmes,,DIRECTOR
265556,tm162567,George Simon,,DIRECTOR
269614,tm188023,Rory Karpf,,DIRECTOR
275857,tm143693,Kelsey Mann,,DIRECTOR
34136,tm188208,Robert Hughes,,DIRECTOR
184844,tm188208,Sue Perrotto,,DIRECTOR
297171,tm177819,Jeremy Lasky,,DIRECTOR
603796,tm342433,James Reed,,DIRECTOR
297171,tm173896,Jeremy Lasky,,DIRECTOR
104458,tm161686,Jonathan Hock,,DIRECTOR
304009,ts222742,Thomas Behrend,,DIRECTOR
19320,tm150667,Zak Knutson,,DIRECTOR
40726,tm835242,Michael Hegner,,DIRECTOR
40726,tm230506,Michael Hegner,,DIRECTOR
297171,tm175699,Jeremy Lasky,,DIRECTOR
40515,tm134986,Paul Hoen,,DIRECTOR
61380,tm163710,Saschka Unseld,,DIRECTOR
52813,tm142627,Rob Gibbs,,DIRECTOR
40726,tm330785,Michael Hegner,,DIRECTOR
881605,tm516136,Neil Gelinas,,DIRECTOR
12827,tm123360,Scott Derrickson,,DIRECTOR
7107,tm236713,Theodore Melfi,,DIRECTOR
730381,ts42062,Thomas Astruc,,DIRECTOR
1960,tm122337,Rich Moore,,DIRECTOR
592059,tm122337,Byron Howard,,DIRECTOR
4792,tm135902,Pete Docter,,DIRECTOR
8212,tm120376,Tim Burton,,DIRECTOR
12184,tm120111,John Musker,,DIRECTOR
12186,tm120111,Ron Clements,,DIRECTOR
27070,tm202481,Gareth Edwards,,DIRECTOR
2535,tm139213,Simon Kinberg,,DIRECTOR
5381,tm139213,Josh Trank,,DIRECTOR
1505522,tm139213,Steven E. Rivkin,,DIRECTOR
28805,tm123356,Anthony Russo,,DIRECTOR
28806,tm123356,Joe Russo,,DIRECTOR
2825,tm122347,Bryan Singer,,DIRECTOR
11427,tm141020,Peyton Reed,,DIRECTOR
26827,tm124355,Craig Gillespie,,DIRECTOR
1875,tm141000,Joss Whedon,,DIRECTOR
24415,tm138110,Niki Caro,,DIRECTOR
3532,tm7,J.J. Abrams,,DIRECTOR
15791,tm1941,James Bobin,,DIRECTOR
47876,tm123155,David Lowery,,DIRECTOR
2280,tm141414,Peter Sohn,,DIRECTOR
5454,tm1832,Walt Becker,,DIRECTOR
24933,tm211971,Kenny Ortega,,DIRECTOR
4624,tm268063,Fisher Stevens,,DIRECTOR
1681,tm143708,Jon Favreau,,DIRECTOR
4795,tm123374,Andrew Stanton,,DIRECTOR
27028,tm239761,Mira Nair,,DIRECTOR
1996971,tm244485,Ricardo Curtis,,DIRECTOR
20352,tm244542,Taika Waititi,,DIRECTOR
8555,tm233459,Judd Apatow,,DIRECTOR
34336,tm233459,Michael Bonfiglio,,DIRECTOR
78745,tm120502,Mike Thurmeier,,DIRECTOR
1023428,ts41293,Claudio Norza,,DIRECTOR
47749,tm327660,Keith Scholey,,DIRECTOR
35601,tm327660,Mark Linfield,,DIRECTOR
25816,tm136025,Gary Rydstrom,,DIRECTOR
255490,tm233677,Ken Rodgers,,DIRECTOR
407310,ts44984,Eric Fogel,,DIRECTOR
205111,ts42911,Chad Cohen,,DIRECTOR
116621,ts38952,Martín Saban,,DIRECTOR
116619,ts38952,Jorge Nisco,,DIRECTOR
884491,ts38952,Rodolfo Antúnez,,DIRECTOR
276594,tm460321,Bettina Dalton,,DIRECTOR
991609,tm460321,Rebecca Vallis,,DIRECTOR
269614,tm201422,Rory Karpf,,DIRECTOR
2331258,ts128367,강경훈,,DIRECTOR
604631,tm324556,Jobim Sampson,,DIRECTOR
5789,tm220843,Josh Cooley,,DIRECTOR
67115,tm225765,John Schultz,,DIRECTOR
932818,tm425918,Jay Hatcher,,DIRECTOR
35647,tm196874,Jeffrey Hornaday,,DIRECTOR
206163,tm242665,Alan Barillaro,,DIRECTOR
66544,tm266783,Jay Karas,,DIRECTOR
35601,tm138090,Mark Linfield,,DIRECTOR
35602,tm138090,Alastair Fothergill,,DIRECTOR
6824,tm197779,Chris Buck,,DIRECTOR
6806,tm197779,Jennifer Lee,,DIRECTOR
93015,tm233558,Mitch Schauer,,DIRECTOR
250062,tm212899,Sanjay Patel,,DIRECTOR
211219,tm242701,Chip Rives,,DIRECTOR
69697,tm220989,Lu Chuan,,DIRECTOR
104458,tm198588,Jonathan Hock,,DIRECTOR
9010,ts142375,Dan O'Connor,,DIRECTOR
244651,ts142375,Pete Michels,,DIRECTOR
40515,tm225769,Paul Hoen,,DIRECTOR
239962,tm245709,Leo Matsuda,,DIRECTOR
130310,tm443975,Dave Wasson,,DIRECTOR
192081,tm443975,Alonso Ramirez Ramos,,DIRECTOR
590682,tm136528,Erik Canuel,,DIRECTOR
353133,tm218654,Dean Wellins,,DIRECTOR
94915,tm289079,Brandon Hill,,DIRECTOR
1544590,tm921369,Jeremy Turner,,DIRECTOR
230014,tm120596,Michael Gracey,,DIRECTOR
43964,tm407114,Jimmy Chin,,DIRECTOR
43966,tm407114,Elizabeth Chai Vasarhelyi,,DIRECTOR
4665,tm244151,Wes Anderson,,DIRECTOR
46164,tm387,Espen Sandberg,,DIRECTOR
46163,tm387,Joachim Rønning,,DIRECTOR
20352,tm12119,Taika Waititi,,DIRECTOR
28805,tm591,Anthony Russo,,DIRECTOR
28806,tm591,Joe Russo,,DIRECTOR
1324,tm215172,Ron Howard,,DIRECTOR
3172,tm418,Ryan Coogler,,DIRECTOR
12144,tm386,James Gunn,,DIRECTOR
11427,tm227990,Peyton Reed,,DIRECTOR
2222,tm399,Brad Bird,,DIRECTOR
4994,tm349784,Marc Forster,,DIRECTOR
4689,tm230984,Carlos Saldanha,,DIRECTOR
20194,tm240623,Rob Marshall,,DIRECTOR
8189,tm8,Rian Johnson,,DIRECTOR
1208,tm195553,Bill Condon,,DIRECTOR
301213,tm240627,Xavier Hamel,,DIRECTOR
5194,tm266646,Ava DuVernay,,DIRECTOR
64240,tm327916,Brett Sullivan,,DIRECTOR
230139,tm227992,Brian Fee,,DIRECTOR
966468,ts75597,Ugo Bienvenu,,DIRECTOR
875884,ts75597,Kevin Manach,,DIRECTOR
27623,tm348282,Brett Morgen,,DIRECTOR
305471,tm428953,Steven K. Tsuchida,,DIRECTOR
22799,tm266693,David Bowers,,DIRECTOR
866015,tm406868,Domee Shi,,DIRECTOR
2070,tm327380,Joe Johnston,,DIRECTOR
14034,tm327380,Lasse Hallström,,DIRECTOR
2175513,tm422015,Ben Wallis,,DIRECTOR
353039,tm361029,Thomas C. Grane,,DIRECTOR
2175513,tm419118,Ben Wallis,,DIRECTOR
99287,tm363498,Chris Modoono,,DIRECTOR
179265,tm363498,Gil Zabarsky,,DIRECTOR
116141,ts81977,Matt Danner,,DIRECTOR
40515,tm356966,Paul Hoen,,DIRECTOR
299259,ts124200,Yuzo Sato,,DIRECTOR
25878,tm373625,Steve Carr,,DIRECTOR
20352,tm307646,Taika Waititi,,DIRECTOR
24933,tm310197,Kenny Ortega,,DIRECTOR
89342,tm324105,Kevin Deters,,DIRECTOR
337169,tm324105,Stevie Wermers,,DIRECTOR
255554,tm351023,Martin Desmond Roe,,DIRECTOR
20352,tm373448,Taika Waititi,,DIRECTOR
635976,ts83336,Eric Beaufils,,DIRECTOR
55351,tm430584,Alfred Gimeno,,DIRECTOR
1026057,tm444951,Julia Reagan,,DIRECTOR
48525,tm308160,Katie Couric,,DIRECTOR
187134,tm425336,Wayne Abbott,,DIRECTOR
314620,tm435514,Hasraf Dulull,,DIRECTOR
1013702,tm305230,Stephen Sandoval,,DIRECTOR
649668,tm305230,Tom Caulfield,,DIRECTOR
10555,tm406066,Don Hahn,,DIRECTOR
113807,tm320517,Simcha Jacobovici,,DIRECTOR
838809,tm286174,Dave Mullins,,DIRECTOR
52216,tm1064162,Kurt Mattila,,DIRECTOR
881605,tm411403,Neil Gelinas,,DIRECTOR
192916,tm448006,Daniel M. Smith,,DIRECTOR
1067038,tm462384,Sophie Elwin-Harris,,DIRECTOR
34336,tm476866,Michael Bonfiglio,,DIRECTOR
53896,tm476866,Sidney Beaumont,,DIRECTOR
294746,tm420056,Luc Marescot,,DIRECTOR
130310,tm975587,Dave Wasson,,DIRECTOR
192081,tm975587,Alonso Ramirez Ramos,,DIRECTOR
1081664,tm975587,Eddie Trigueros,,DIRECTOR
4806,tm432143,Ted Mathot,,DIRECTOR
103808,tm285590,Robert Nixon,,DIRECTOR
2287989,tm431848,Ken Corben,,DIRECTOR
1604590,tm505107,Richard Slater-Jones,,DIRECTOR
97606,tm983642,Harald Pokieser,,DIRECTOR
235967,tm362746,Simon Lythgoe,,DIRECTOR
1190490,tm939308,Josselin Mahot,,DIRECTOR
971831,tm939308,Fabrice Gardel,,DIRECTOR
1754932,tm833135,Katie Bauer Murdock,,DIRECTOR
119210,tm326895,Glenn Weiss,,DIRECTOR
33129,tm439596,Thomas Kail,,DIRECTOR
28805,tm1855,Anthony Russo,,DIRECTOR
28806,tm1855,Joe Russo,,DIRECTOR
2535,tm244126,Simon Kinberg,,DIRECTOR
4792,tm375501,Pete Docter,,DIRECTOR
3532,tm9,J.J. Abrams,,DIRECTOR
23486,tm570,Anna Boden,,DIRECTOR
23485,tm570,Ryan Fleck,,DIRECTOR
1681,tm309655,Jon Favreau,,DIRECTOR
9879,tm375500,Dan Scanlon,,DIRECTOR
46163,tm423725,Joachim Rønning,,DIRECTOR
5789,tm11948,Josh Cooley,,DIRECTOR
4505,tm318224,Guy Ritchie,,DIRECTOR
25741,tm319189,Joe Cornish,,DIRECTOR
248421,tm892844,AJ Schnack,,DIRECTOR
24415,tm266656,Niki Caro,,DIRECTOR
3889,tm841282,Ericson Core,,DIRECTOR
109289,tm473071,Thea Sharrock,,DIRECTOR
8212,tm207119,Tim Burton,,DIRECTOR
6806,tm244184,Jennifer Lee,,DIRECTOR
6824,tm244184,Chris Buck,,DIRECTOR
20290,tm319217,Marc Lawrence,,DIRECTOR
12063,tm350097,Kenneth Branagh,,DIRECTOR
727017,ts89507,Gwyn Williams,,DIRECTOR
